"Workflow";"Version";"Typ";"Kategorie";"Element";"Id";"start";"stop";"Akteur";"Körperteil";"Wert";"Notizen";"action";"structure";
"PantomV8.xml";"cor";"state";"Camera Tracking Mode";"hands-on";"0";"00:00:00";"00:27:54";"";"";"hands-on";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"17";"00:03:57";"00:04:11";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"18";"00:04:11";"00:04:51";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"19";"00:04:51";"00:04:57";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"20";"00:04:57";"00:05:16";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"21";"00:05:16";"00:05:21";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"22";"00:05:21";"00:05:41";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"23";"00:05:41";"00:05:55";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"24";"00:05:55";"00:06:15";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"25";"00:06:15";"00:06:43";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"26";"00:06:43";"00:06:56";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"27";"00:06:56";"00:07:37";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"28";"00:07:37";"00:07:46";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"29";"00:07:46";"00:08:32";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"30";"00:08:32";"00:08:51";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"31";"00:08:51";"00:08:55";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"32";"00:08:55";"00:09:42";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"33";"00:09:42";"00:09:52";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"34";"00:09:52";"00:10:14";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"35";"00:10:14";"00:10:48";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"36";"00:10:48";"00:11:47";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"37";"00:11:47";"00:11:49";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"38";"00:11:49";"00:11:55";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"39";"00:11:55";"00:12:04";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"40";"00:12:04";"00:12:59";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"41";"00:12:59";"00:13:18";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"42";"00:13:18";"00:13:26";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"43";"00:13:26";"00:15:08";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"44";"00:15:08";"00:15:52";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"45";"00:15:52";"00:15:58";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"46";"00:15:58";"00:16:52";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"47";"00:16:52";"00:17:13";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"48";"00:17:13";"00:18:45";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"49";"00:18:45";"00:18:48";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"50";"00:18:48";"00:19:17";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"51";"00:19:17";"00:19:18";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"52";"00:19:18";"00:19:39";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"53";"00:19:39";"00:19:45";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"54";"00:19:45";"00:19:50";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"55";"00:19:50";"00:20:07";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"56";"00:20:07";"00:20:32";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"57";"00:20:32";"00:20:35";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"58";"00:20:35";"00:20:41";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"59";"00:20:41";"00:20:52";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"60";"00:20:52";"00:21:02";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"61";"00:21:02";"00:21:18";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"62";"00:21:18";"00:22:17";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"63";"00:22:17";"00:22:19";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"64";"00:22:19";"00:23:16";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"65";"00:23:16";"00:23:34";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"66";"00:23:34";"00:23:53";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"67";"00:23:53";"00:23:56";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"68";"00:23:56";"00:24:01";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"69";"00:24:01";"00:24:03";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"70";"00:24:03";"00:24:11";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"71";"00:24:11";"00:24:16";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"72";"00:24:16";"00:24:19";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"73";"00:24:19";"00:24:22";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"74";"00:24:22";"00:24:25";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"75";"00:24:25";"00:24:52";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"76";"00:24:52";"00:25:07";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"77";"00:25:07";"00:25:16";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"78";"00:25:16";"00:25:24";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"79";"00:25:24";"00:25:30";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"80";"00:25:30";"00:25:32";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"81";"00:25:32";"00:25:33";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"82";"00:25:33";"00:25:34";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"83";"00:25:34";"00:25:36";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"84";"00:25:36";"00:25:41";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"85";"00:25:41";"00:25:42";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"86";"00:25:42";"00:25:46";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"87";"00:25:46";"00:26:03";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"neutral";"88";"00:26:03";"00:27:28";"";"";"neutral";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"good";"89";"00:27:28";"00:27:54";"";"";"good";"";"";""
"PantomV8.xml";"cor";"state";"Camera Quality";"poor";"90";"00:27:54";"00:27:54";"";"";"poor";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"91";"00:00:00";"00:00:21";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"92";"00:00:21";"00:00:53";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"93";"00:00:53";"00:01:07";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"94";"00:01:07";"00:01:37";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"95";"00:01:37";"00:01:39";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"96";"00:01:39";"00:03:27";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"97";"00:03:27";"00:03:29";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"98";"00:03:29";"00:03:44";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"99";"00:03:44";"00:03:46";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"100";"00:03:46";"00:04:51";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"101";"00:04:51";"00:04:57";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"102";"00:04:57";"00:06:17";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"103";"00:06:17";"00:06:31";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"104";"00:06:31";"00:07:28";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"105";"00:07:28";"00:07:37";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"106";"00:07:37";"00:08:05";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"107";"00:08:05";"00:08:11";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"108";"00:08:11";"00:08:14";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"109";"00:08:14";"00:08:24";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"110";"00:08:24";"00:09:02";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"111";"00:09:02";"00:09:30";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"112";"00:09:30";"00:10:27";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"113";"00:10:27";"00:10:38";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"114";"00:10:38";"00:13:40";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"115";"00:13:40";"00:14:04";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"116";"00:14:04";"00:15:08";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"117";"00:15:08";"00:15:35";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"118";"00:15:35";"00:15:52";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"119";"00:15:52";"00:15:58";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"120";"00:15:58";"00:18:45";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"121";"00:18:45";"00:18:48";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"122";"00:18:48";"00:19:17";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"123";"00:19:17";"00:19:18";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"124";"00:19:18";"00:19:39";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"125";"00:19:39";"00:20:06";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"126";"00:20:06";"00:21:01";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"127";"00:21:01";"00:21:02";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"128";"00:21:02";"00:21:18";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"129";"00:21:18";"00:22:21";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"130";"00:22:21";"00:22:46";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"131";"00:22:46";"00:25:46";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"132";"00:25:46";"00:26:02";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"133";"00:26:02";"00:26:45";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"134";"00:26:45";"00:27:02";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"yes";"135";"00:27:02";"00:27:54";"";"";"yes";"";"";""
"PantomV8.xml";"cor";"state";"Part of surgery";"no";"136";"00:27:54";"00:27:54";"";"";"no";"";"";""
"PantomV8.xml";"cor";"state";"Phase";"Diagnostic Laparoscopy";"137";"00:00:00";"00:00:53";"";"";"Diagnostic Laparoscopy";"";"";""
"PantomV8.xml";"cor";"state";"Phase";"Mobilization of colon";"138";"00:00:53";"00:08:14";"";"";"Mobilization of colon";"";"";""
"PantomV8.xml";"cor";"state";"Phase";"Vessel resection";"139";"00:08:14";"00:15:08";"";"";"Vessel resection";"";"";""
"PantomV8.xml";"cor";"state";"Phase";"Dissection of the rectum";"140";"00:15:08";"00:25:46";"";"";"Dissection of the rectum";"";"";""
"PantomV8.xml";"cor";"state";"Phase";"Resection of rectum";"141";"00:25:46";"00:27:54";"";"";"Resection of rectum";"";"";""
"PantomV8.xml";"cor";"state";"Step";"check for metastasis and adhesions";"142";"00:00:00";"00:00:53";"";"";"check for metastasis and adhesions";"";"";""
"PantomV8.xml";"cor";"state";"Step";"mobilization sigmoid";"143";"00:00:53";"00:03:24";"";"";"mobilization sigmoid";"";"";""
"PantomV8.xml";"cor";"state";"Step";"mobilization descending colon";"144";"00:03:24";"00:06:15";"";"";"mobilization descending colon";"";"";""
"PantomV8.xml";"cor";"state";"Step";"mobilization splenic flexure";"145";"00:06:15";"00:07:27";"";"";"mobilization splenic flexure";"";"";""
"PantomV8.xml";"cor";"state";"Step";"inspection colon";"146";"00:07:27";"00:08:14";"";"";"inspection colon";"";"";""
"PantomV8.xml";"cor";"state";"Step";"lancing retroperitoneum";"147";"00:08:14";"00:08:56";"";"";"lancing retroperitoneum";"";"";""
"PantomV8.xml";"cor";"state";"Step";"delineating of vessels";"148";"00:08:56";"00:10:27";"";"";"delineating of vessels";"";"";""
"PantomV8.xml";"cor";"state";"Step";"division of artery";"149";"00:10:27";"00:12:41";"";"";"division of artery";"";"";""
"PantomV8.xml";"cor";"state";"Step";"division of vein";"150";"00:12:41";"00:15:08";"";"";"division of vein";"";"";""
"PantomV8.xml";"cor";"state";"Step";"opening of lesser pelvic peritoneum";"151";"00:15:08";"00:22:17";"";"";"opening of lesser pelvic peritoneum";"";"";""
"PantomV8.xml";"cor";"state";"Step";"dissection rectum";"152";"00:22:17";"00:25:46";"";"";"dissection rectum";"";"";""
"PantomV8.xml";"cor";"state";"Step";"transect rectum";"153";"00:25:46";"00:26:45";"";"";"transect rectum";"";"";""
"PantomV8.xml";"cor";"state";"Step";"salvage rectum";"154";"00:26:45";"00:27:22";"";"";"salvage rectum";"";"";""
"PantomV8.xml";"cor";"state";"Step";"visual inspectation lesser pelvis";"155";"00:27:22";"00:27:54";"";"";"visual inspectation lesser pelvis";"";"";""
