"Workflow";"Version";"Typ";"Kategorie";"Element";"Id";"start";"stop";"Akteur";"Körperteil";"Wert";"Notizen";"action";"structure";"Instrument";
"PhantomV05.xml";"cor";"state";"Camera Tracking Mode";"hands-on";"0";"00:00:00";"00:36:03";"";"";"hands-on";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"24";"00:11:03";"00:11:46";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"25";"00:11:46";"00:11:50";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"26";"00:11:50";"00:12:27";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"27";"00:12:27";"00:12:38";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"28";"00:12:38";"00:13:37";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"29";"00:13:37";"00:14:09";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"30";"00:14:09";"00:16:25";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"31";"00:14:09";"00:16:25";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"32";"00:16:25";"00:16:33";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"33";"00:16:33";"00:16:41";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"34";"00:16:41";"00:17:56";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"35";"00:17:56";"00:20:54";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"36";"00:20:54";"00:21:06";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"37";"00:21:06";"00:24:06";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"38";"00:24:06";"00:24:12";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"39";"00:24:12";"00:24:28";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"40";"00:24:28";"00:24:35";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"41";"00:24:35";"00:24:52";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"42";"00:24:52";"00:24:54";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"43";"00:24:54";"00:25:13";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"44";"00:25:13";"00:25:31";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"45";"00:25:31";"00:26:59";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"46";"00:26:59";"00:27:19";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"47";"00:27:19";"00:27:21";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"48";"00:27:21";"00:27:34";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"49";"00:27:34";"00:27:38";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"50";"00:27:38";"00:27:40";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"51";"00:27:40";"00:27:45";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"52";"00:27:45";"00:27:55";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"53";"00:27:55";"00:28:09";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"54";"00:28:09";"00:28:40";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"55";"00:28:40";"00:28:41";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"56";"00:28:41";"00:29:05";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"57";"00:29:05";"00:29:08";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"58";"00:29:08";"00:29:22";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"59";"00:29:22";"00:30:00";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"60";"00:30:00";"00:30:08";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"61";"00:30:08";"00:30:14";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"62";"00:30:14";"00:30:31";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"63";"00:30:31";"00:30:39";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"64";"00:30:39";"00:30:51";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"65";"00:30:51";"00:30:54";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"66";"00:30:54";"00:30:55";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"67";"00:30:55";"00:31:09";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"68";"00:31:09";"00:31:16";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"69";"00:31:16";"00:31:21";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"70";"00:31:21";"00:31:33";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"71";"00:31:33";"00:32:12";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"72";"00:32:12";"00:32:25";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"73";"00:32:25";"00:32:28";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"74";"00:32:28";"00:32:31";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"75";"00:32:31";"00:32:39";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"76";"00:32:39";"00:32:47";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"77";"00:32:47";"00:33:03";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"78";"00:33:03";"00:33:07";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"79";"00:33:07";"00:33:13";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"80";"00:33:13";"00:33:15";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"81";"00:33:15";"00:33:16";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"82";"00:33:16";"00:33:18";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"83";"00:33:18";"00:33:44";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"84";"00:33:44";"00:33:47";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"85";"00:33:47";"00:33:59";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"86";"00:33:59";"00:34:22";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"87";"00:34:22";"00:34:33";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"88";"00:34:33";"00:34:42";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"89";"00:34:33";"00:34:42";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"poor";"90";"00:34:42";"00:34:59";"";"";"poor";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"91";"00:34:59";"00:35:07";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"92";"00:35:07";"00:35:12";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"neutral";"93";"00:35:12";"00:35:32";"";"";"neutral";"";"";"";""
"PhantomV05.xml";"cor";"state";"Camera Quality";"good";"94";"00:35:32";"00:36:03";"";"";"good";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"no";"95";"00:00:00";"00:00:15";"";"";"no";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"yes";"96";"00:00:15";"00:00:59";"";"";"yes";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"no";"97";"00:00:59";"00:01:08";"";"";"no";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"yes";"98";"00:01:08";"00:08:14";"";"";"yes";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"no";"99";"00:08:14";"00:08:16";"";"";"no";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"yes";"100";"00:08:16";"00:24:30";"";"";"yes";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"no";"101";"00:24:30";"00:24:32";"";"";"no";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"yes";"102";"00:24:32";"00:32:39";"";"";"yes";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"no";"103";"00:32:39";"00:32:47";"";"";"no";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"yes";"104";"00:32:47";"00:36:03";"";"";"yes";"";"";"";""
"PhantomV05.xml";"cor";"state";"Part of surgery";"no";"105";"00:36:03";"00:36:03";"";"";"no";"";"";"";""
"PhantomV05.xml";"cor";"state";"Phase";"Diagnostic Laparoscopy";"106";"00:00:00";"00:00:55";"";"";"Diagnostic Laparoscopy";"";"";"";""
"PhantomV05.xml";"cor";"state";"Phase";"Mobilization of colon";"107";"00:00:55";"00:10:26";"";"";"Mobilization of colon";"";"";"";""
"PhantomV05.xml";"cor";"state";"Phase";"Vessel resection";"108";"00:10:26";"00:20:34";"";"";"Vessel resection";"";"";"";""
"PhantomV05.xml";"cor";"state";"Phase";"Dissection of the rectum";"109";"00:20:34";"00:32:23";"";"";"Dissection of the rectum";"";"";"";""
"PhantomV05.xml";"cor";"state";"Phase";"Resection of rectum";"110";"00:32:23";"00:36:03";"";"";"Resection of rectum";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"check for metastasis and adhesions";"111";"00:00:00";"00:00:55";"";"";"check for metastasis and adhesions";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"mobilization sigmoid";"112";"00:00:55";"00:06:35";"";"";"mobilization sigmoid";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"mobilization descending colon";"113";"00:06:35";"00:08:05";"";"";"mobilization descending colon";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"mobilization splenic flexure";"114";"00:08:05";"00:08:47";"";"";"mobilization splenic flexure";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"inspection colon";"115";"00:08:47";"00:10:26";"";"";"inspection colon";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"lancing retroperitoneum";"116";"00:10:26";"00:11:55";"";"";"lancing retroperitoneum";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"delineating of vessels";"117";"00:11:55";"00:13:42";"";"";"delineating of vessels";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"division of artery";"118";"00:13:42";"00:16:07";"";"";"division of artery";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"division of vein";"119";"00:16:07";"00:20:34";"";"";"division of vein";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"opening of lesser pelvic peritoneum";"120";"00:20:34";"00:25:55";"";"";"opening of lesser pelvic peritoneum";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"dissection rectum";"121";"00:25:55";"00:32:23";"";"";"dissection rectum";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"transect rectum";"122";"00:32:23";"00:33:56";"";"";"transect rectum";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"salvage rectum";"123";"00:33:56";"00:35:20";"";"";"salvage rectum";"";"";"";""
"PhantomV05.xml";"cor";"state";"Step";"visual inspectation lesser pelvis";"124";"00:35:20";"00:36:03";"";"";"visual inspectation lesser pelvis";"";"";"";""
