"Workflow";"Version";"Typ";"Kategorie";"Element";"Id";"start";"stop";"Akteur";"Körperteil";"Wert";"Notizen";"action";"structure";"Instrument";
"PhantomV07.xml";"cor";"state";"Camera Tracking Mode";"hands-on";"0";"00:00:00";"00:27:26";"";"";"hands-on";"";"";"";""
"PhantomV07.xml";"cor";"state";"Part of surgery";"no";"97";"00:14:54";"00:15:07";"";"";"no";"";"";"";""
"PhantomV07.xml";"cor";"state";"Part of surgery";"yes";"98";"00:15:07";"00:21:17";"";"";"yes";"";"";"";""
"PhantomV07.xml";"cor";"state";"Part of surgery";"no";"99";"00:21:17";"00:22:16";"";"";"no";"";"";"";""
"PhantomV07.xml";"cor";"state";"Part of surgery";"yes";"100";"00:22:16";"00:27:26";"";"";"yes";"";"";"";""
"PhantomV07.xml";"cor";"state";"Part of surgery";"no";"101";"00:27:26";"00:27:26";"";"";"no";"";"";"";""
"PhantomV07.xml";"cor";"state";"Phase";"Diagnostic Laparoscopy";"102";"00:00:00";"00:01:26";"";"";"Diagnostic Laparoscopy";"";"";"";""
"PhantomV07.xml";"cor";"state";"Phase";"Mobilization of colon";"103";"00:01:26";"00:07:00";"";"";"Mobilization of colon";"";"";"";""
"PhantomV07.xml";"cor";"state";"Phase";"Vessel resection";"104";"00:07:00";"00:13:15";"";"";"Vessel resection";"";"";"";""
"PhantomV07.xml";"cor";"state";"Phase";"Dissection of the rectum";"105";"00:13:15";"00:23:21";"";"";"Dissection of the rectum";"";"";"";""
"PhantomV07.xml";"cor";"state";"Phase";"Resection of rectum";"106";"00:23:21";"00:27:26";"";"";"Resection of rectum";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"check for metastasis and adhesions";"107";"00:00:00";"00:01:26";"";"";"check for metastasis and adhesions";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"mobilization sigmoid";"108";"00:01:26";"00:03:39";"";"";"mobilization sigmoid";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"mobilization descending colon";"109";"00:03:39";"00:05:34";"";"";"mobilization descending colon";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"mobilization splenic flexure";"110";"00:05:34";"00:06:18";"";"";"mobilization splenic flexure";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"inspection colon";"111";"00:06:18";"00:07:00";"";"";"inspection colon";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"lancing retroperitoneum";"112";"00:07:00";"00:07:58";"";"";"lancing retroperitoneum";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"delineating of vessels";"113";"00:07:58";"00:10:17";"";"";"delineating of vessels";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"division of artery";"114";"00:10:17";"00:11:50";"";"";"division of artery";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"division of vein";"115";"00:11:50";"00:13:15";"";"";"division of vein";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"opening of lesser pelvic peritoneum";"116";"00:13:15";"00:19:12";"";"";"opening of lesser pelvic peritoneum";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"dissection rectum";"117";"00:19:12";"00:23:21";"";"";"dissection rectum";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"transect rectum";"118";"00:23:21";"00:25:39";"";"";"transect rectum";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"salvage rectum";"119";"00:25:39";"00:27:03";"";"";"salvage rectum";"";"";"";""
"PhantomV07.xml";"cor";"state";"Step";"visual inspectation lesser pelvis";"120";"00:27:03";"00:27:26";"";"";"visual inspectation lesser pelvis";"";"";"";""
