"Workflow";"Version";"Typ";"Kategorie";"Element";"Id";"start";"stop";"Akteur";"Körperteil";"Wert";"Notizen";"action";"structure";"Instrument";
"Phantom14.xml";"cor";"state";"Camera Tracking Mode";"hands-on";"0";"00:00:00";"00:22:39";"";"";"hands-on";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"good";"17";"00:15:18";"00:15:55";"";"";"good";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"neutral";"18";"00:15:55";"00:17:56";"";"";"neutral";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"good";"19";"00:17:56";"00:17:59";"";"";"good";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"neutral";"20";"00:17:59";"00:18:20";"";"";"neutral";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"good";"21";"00:18:20";"00:18:41";"";"";"good";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"neutral";"22";"00:18:41";"00:19:08";"";"";"neutral";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"poor";"23";"00:19:08";"00:19:19";"";"";"poor";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"neutral";"24";"00:19:19";"00:20:59";"";"";"neutral";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"good";"25";"00:20:59";"00:21:01";"";"";"good";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"neutral";"26";"00:21:01";"00:21:44";"";"";"neutral";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"good";"27";"00:21:44";"00:22:39";"";"";"good";"";"";"";""
"Phantom14.xml";"cor";"state";"Camera Quality";"poor";"28";"00:22:39";"00:22:39";"";"";"poor";"";"";"";""
"Phantom14.xml";"cor";"state";"Part of surgery";"no";"29";"00:00:00";"00:00:19";"";"";"no";"";"";"";""
"Phantom14.xml";"cor";"state";"Part of surgery";"yes";"30";"00:00:19";"00:22:39";"";"";"yes";"";"";"";""
"Phantom14.xml";"cor";"state";"Part of surgery";"no";"31";"00:22:39";"00:22:39";"";"";"no";"";"";"";""
"Phantom14.xml";"cor";"state";"Phase";"Diagnostic Laparoscopy";"32";"00:00:00";"00:00:59";"";"";"Diagnostic Laparoscopy";"";"";"";""
"Phantom14.xml";"cor";"state";"Phase";"Mobilization of colon";"33";"00:00:59";"00:07:58";"";"";"Mobilization of colon";"";"";"";""
"Phantom14.xml";"cor";"state";"Phase";"Vessel resection";"34";"00:07:58";"00:13:01";"";"";"Vessel resection";"";"";"";""
"Phantom14.xml";"cor";"state";"Phase";"Dissection of the rectum";"35";"00:13:01";"00:19:26";"";"";"Dissection of the rectum";"";"";"";""
"Phantom14.xml";"cor";"state";"Phase";"Resection of rectum";"36";"00:19:26";"00:22:39";"";"";"Resection of rectum";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"check for metastasis and adhesions";"37";"00:00:00";"00:00:59";"";"";"check for metastasis and adhesions";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"mobilization sigmoid";"38";"00:00:59";"00:04:10";"";"";"mobilization sigmoid";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"mobilization descending colon";"39";"00:04:10";"00:07:00";"";"";"mobilization descending colon";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"mobilization splenic flexure";"40";"00:07:00";"00:07:35";"";"";"mobilization splenic flexure";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"inspection colon";"41";"00:07:35";"00:07:58";"";"";"inspection colon";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"lancing retroperitoneum";"42";"00:07:58";"00:08:38";"";"";"lancing retroperitoneum";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"delineating of vessels";"43";"00:08:38";"00:09:44";"";"";"delineating of vessels";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"division of artery";"44";"00:09:44";"00:11:24";"";"";"division of artery";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"division of vein";"45";"00:11:24";"00:13:01";"";"";"division of vein";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"opening of lesser pelvic peritoneum";"46";"00:13:01";"00:17:16";"";"";"opening of lesser pelvic peritoneum";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"dissection rectum";"47";"00:17:16";"00:19:26";"";"";"dissection rectum";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"transect rectum";"48";"00:19:26";"00:21:21";"";"";"transect rectum";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"salvage rectum";"49";"00:21:21";"00:22:03";"";"";"salvage rectum";"";"";"";""
"Phantom14.xml";"cor";"state";"Step";"visual inspectation lesser pelvis";"50";"00:22:03";"00:22:39";"";"";"visual inspectation lesser pelvis";"";"";"";""
