"Workflow";"Version";"Typ";"Kategorie";"Element";"Id";"start";"stop";"Akteur";"Körperteil";"Wert";"Notizen";"action";"structure";"Instrument";
"Phantom10.xml";"cor";"state";"Camera Tracking Mode";"hands-on";"0";"00:00:00";"00:22:13";"";"";"hands-on";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"24";"00:12:07";"00:12:49";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"poor";"25";"00:12:49";"00:12:58";"";"";"poor";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"26";"00:12:58";"00:13:50";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"27";"00:13:50";"00:13:54";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"28";"00:13:54";"00:14:31";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"poor";"29";"00:14:31";"00:14:33";"";"";"poor";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"30";"00:14:33";"00:17:42";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"31";"00:17:42";"00:17:50";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"32";"00:17:50";"00:17:58";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"33";"00:17:58";"00:18:08";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"34";"00:18:08";"00:18:23";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"35";"00:18:23";"00:18:37";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"36";"00:18:37";"00:19:10";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"37";"00:19:10";"00:19:13";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"38";"00:19:13";"00:19:17";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"poor";"39";"00:19:17";"00:19:28";"";"";"poor";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"40";"00:19:28";"00:20:30";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"41";"00:20:30";"00:20:33";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"42";"00:20:33";"00:20:55";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"poor";"43";"00:20:55";"00:20:59";"";"";"poor";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"44";"00:20:59";"00:21:35";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"45";"00:21:35";"00:21:38";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"46";"00:21:38";"00:21:41";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"poor";"47";"00:21:41";"00:21:42";"";"";"poor";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"neutral";"48";"00:21:42";"00:21:52";"";"";"neutral";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"good";"49";"00:21:52";"00:22:13";"";"";"good";"";"";"";""
"Phantom10.xml";"cor";"state";"Camera Quality";"poor";"50";"00:22:13";"00:22:13";"";"";"poor";"";"";"";""
"Phantom10.xml";"cor";"state";"Part of surgery";"no";"51";"00:00:00";"00:00:25";"";"";"no";"";"";"";""
"Phantom10.xml";"cor";"state";"Part of surgery";"yes";"52";"00:00:25";"00:11:52";"";"";"yes";"";"";"";""
"Phantom10.xml";"cor";"state";"Part of surgery";"no";"53";"00:11:52";"00:12:07";"";"";"no";"";"";"";""
"Phantom10.xml";"cor";"state";"Part of surgery";"yes";"54";"00:12:07";"00:12:49";"";"";"yes";"";"";"";""
"Phantom10.xml";"cor";"state";"Part of surgery";"no";"55";"00:12:49";"00:12:58";"";"";"no";"";"";"";""
"Phantom10.xml";"cor";"state";"Part of surgery";"yes";"56";"00:12:58";"00:22:13";"";"";"yes";"";"";"";""
"Phantom10.xml";"cor";"state";"Part of surgery";"no";"57";"00:22:13";"00:22:13";"";"";"no";"";"";"";""
"Phantom10.xml";"cor";"state";"Phase";"Diagnostic Laparoscopy";"58";"00:00:00";"00:00:55";"";"";"Diagnostic Laparoscopy";"";"";"";""
"Phantom10.xml";"cor";"state";"Phase";"Mobilization of colon";"59";"00:00:55";"00:06:38";"";"";"Mobilization of colon";"";"";"";""
"Phantom10.xml";"cor";"state";"Phase";"Vessel resection";"60";"00:06:38";"00:11:40";"";"";"Vessel resection";"";"";"";""
"Phantom10.xml";"cor";"state";"Phase";"Dissection of the rectum";"61";"00:11:40";"00:20:55";"";"";"Dissection of the rectum";"";"";"";""
"Phantom10.xml";"cor";"state";"Phase";"Resection of rectum";"62";"00:20:55";"00:22:13";"";"";"Resection of rectum";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"check for metastasis and adhesions";"63";"00:00:00";"00:00:55";"";"";"check for metastasis and adhesions";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"mobilization sigmoid";"64";"00:00:55";"00:03:17";"";"";"mobilization sigmoid";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"mobilization descending colon";"65";"00:03:17";"00:04:38";"";"";"mobilization descending colon";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"mobilization splenic flexure";"66";"00:04:38";"00:05:37";"";"";"mobilization splenic flexure";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"inspection colon";"67";"00:05:37";"00:06:38";"";"";"inspection colon";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"lancing retroperitoneum";"68";"00:06:38";"00:07:56";"";"";"lancing retroperitoneum";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"delineating of vessels";"69";"00:07:56";"00:08:39";"";"";"delineating of vessels";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"division of artery";"70";"00:08:39";"00:10:39";"";"";"division of artery";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"division of vein";"71";"00:10:39";"00:11:40";"";"";"division of vein";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"opening of lesser pelvic peritoneum";"72";"00:11:40";"00:16:51";"";"";"opening of lesser pelvic peritoneum";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"dissection rectum";"73";"00:16:51";"00:19:17";"";"";"dissection rectum";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"transect rectum";"74";"00:19:17";"00:20:56";"";"";"transect rectum";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"salvage rectum";"75";"00:20:56";"00:21:46";"";"";"salvage rectum";"";"";"";""
"Phantom10.xml";"cor";"state";"Step";"visual inspectation lesser pelvis";"76";"00:21:46";"00:22:13";"";"";"visual inspectation lesser pelvis";"";"";"";""
