"Workflow";"Version";"Typ";"Kategorie";"Element";"Id";"start";"stop";"Akteur";"Körperteil";"Wert";"Notizen";"action";"structure";"Instrument";
"Phantom16.xml";"cor";"state";"Camera Tracking Mode";"hands-on";"0";"00:00:00";"00:21:33";"";"";"hands-on";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"neutral";"19";"00:12:26";"00:12:40";"";"";"neutral";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"poor";"20";"00:12:40";"00:12:44";"";"";"poor";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"neutral";"21";"00:12:44";"00:18:00";"";"";"neutral";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"good";"22";"00:18:00";"00:18:19";"";"";"good";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"neutral";"23";"00:18:19";"00:18:33";"";"";"neutral";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"good";"24";"00:18:33";"00:18:46";"";"";"good";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"neutral";"25";"00:18:46";"00:19:08";"";"";"neutral";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"good";"26";"00:19:08";"00:19:14";"";"";"good";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"neutral";"27";"00:19:14";"00:19:54";"";"";"neutral";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"good";"28";"00:19:54";"00:19:57";"";"";"good";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"neutral";"29";"00:19:57";"00:20:26";"";"";"neutral";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"good";"30";"00:20:26";"00:20:34";"";"";"good";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"neutral";"31";"00:20:34";"00:20:55";"";"";"neutral";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"good";"32";"00:20:55";"00:21:33";"";"";"good";"";"";"";""
"Phantom16.xml";"cor";"state";"Camera Quality";"poor";"33";"00:21:33";"00:21:33";"";"";"poor";"";"";"";""
"Phantom16.xml";"cor";"state";"Part of surgery";"no";"34";"00:00:00";"00:00:20";"";"";"no";"";"";"";""
"Phantom16.xml";"cor";"state";"Part of surgery";"yes";"35";"00:00:20";"00:07:21";"";"";"yes";"";"";"";""
"Phantom16.xml";"cor";"state";"Part of surgery";"no";"36";"00:07:21";"00:07:45";"";"";"no";"";"";"";""
"Phantom16.xml";"cor";"state";"Part of surgery";"yes";"37";"00:07:45";"00:08:49";"";"";"yes";"";"";"";""
"Phantom16.xml";"cor";"state";"Part of surgery";"no";"38";"00:08:49";"00:09:17";"";"";"no";"";"";"";""
"Phantom16.xml";"cor";"state";"Part of surgery";"yes";"39";"00:09:17";"00:21:33";"";"";"yes";"";"";"";""
"Phantom16.xml";"cor";"state";"Part of surgery";"no";"40";"00:21:33";"00:21:33";"";"";"no";"";"";"";""
"Phantom16.xml";"cor";"state";"Phase";"Diagnostic Laparoscopy";"41";"00:00:00";"00:00:46";"";"";"Diagnostic Laparoscopy";"";"";"";""
"Phantom16.xml";"cor";"state";"Phase";"Mobilization of colon";"42";"00:00:46";"00:06:30";"";"";"Mobilization of colon";"";"";"";""
"Phantom16.xml";"cor";"state";"Phase";"Vessel resection";"43";"00:06:30";"00:12:10";"";"";"Vessel resection";"";"";"";""
"Phantom16.xml";"cor";"state";"Phase";"Dissection of the rectum";"44";"00:12:10";"00:19:17";"";"";"Dissection of the rectum";"";"";"";""
"Phantom16.xml";"cor";"state";"Phase";"Resection of rectum";"45";"00:19:17";"00:21:33";"";"";"Resection of rectum";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"check for metastasis and adhesions";"46";"00:00:00";"00:00:46";"";"";"check for metastasis and adhesions";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"mobilization sigmoid";"47";"00:00:46";"00:04:08";"";"";"mobilization sigmoid";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"mobilization descending colon";"48";"00:04:08";"00:05:27";"";"";"mobilization descending colon";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"mobilization splenic flexure";"49";"00:05:27";"00:05:50";"";"";"mobilization splenic flexure";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"inspection colon";"50";"00:05:50";"00:06:30";"";"";"inspection colon";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"lancing retroperitoneum";"51";"00:06:30";"00:08:12";"";"";"lancing retroperitoneum";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"delineating of vessels";"52";"00:08:12";"00:09:32";"";"";"delineating of vessels";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"division of artery";"53";"00:09:32";"00:11:03";"";"";"division of artery";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"division of vein";"54";"00:11:03";"00:12:10";"";"";"division of vein";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"opening of lesser pelvic peritoneum";"55";"00:12:10";"00:17:01";"";"";"opening of lesser pelvic peritoneum";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"dissection rectum";"56";"00:17:01";"00:19:17";"";"";"dissection rectum";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"transect rectum";"57";"00:19:17";"00:20:04";"";"";"transect rectum";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"salvage rectum";"58";"00:20:04";"00:20:52";"";"";"salvage rectum";"";"";"";""
"Phantom16.xml";"cor";"state";"Step";"visual inspectation lesser pelvis";"59";"00:20:52";"00:21:33";"";"";"visual inspectation lesser pelvis";"";"";"";""
