"Workflow";"Version";"Typ";"Kategorie";"Element";"Id";"start";"stop";"Akteur";"Körperteil";"Wert";"Notizen";"action";"structure";"Instrument";
"PhantomV06.xml";"cor";"state";"Camera Tracking Mode";"hands-on";"0";"00:00:00";"00:28:48";"";"";"hands-on";"";"";"";""
"PhantomV06.xml";"cor";"state";"Camera Quality";"good";"41";"00:28:28";"00:28:48";"";"";"good";"";"";"";""
"PhantomV06.xml";"cor";"state";"Camera Quality";"poor";"42";"00:28:48";"00:28:48";"";"";"poor";"";"";"";""
"PhantomV06.xml";"cor";"state";"Part of surgery";"no";"43";"00:00:00";"00:00:17";"";"";"no";"";"";"";""
"PhantomV06.xml";"cor";"state";"Part of surgery";"yes";"44";"00:00:17";"00:00:46";"";"";"yes";"";"";"";""
"PhantomV06.xml";"cor";"state";"Part of surgery";"no";"45";"00:00:46";"00:00:49";"";"";"no";"";"";"";""
"PhantomV06.xml";"cor";"state";"Part of surgery";"yes";"46";"00:00:49";"00:01:08";"";"";"yes";"";"";"";""
"PhantomV06.xml";"cor";"state";"Part of surgery";"no";"47";"00:01:08";"00:01:20";"";"";"no";"";"";"";""
"PhantomV06.xml";"cor";"state";"Part of surgery";"yes";"48";"00:01:20";"00:28:48";"";"";"yes";"";"";"";""
"PhantomV06.xml";"cor";"state";"Part of surgery";"no";"49";"00:28:48";"00:28:48";"";"";"no";"";"";"";""
"PhantomV06.xml";"cor";"state";"Phase";"Diagnostic Laparoscopy";"50";"00:00:00";"00:01:04";"";"";"Diagnostic Laparoscopy";"";"";"";""
"PhantomV06.xml";"cor";"state";"Phase";"Mobilization of colon";"51";"00:01:04";"00:08:26";"";"";"Mobilization of colon";"";"";"";""
"PhantomV06.xml";"cor";"state";"Phase";"Vessel resection";"52";"00:08:26";"00:15:32";"";"";"Vessel resection";"";"";"";""
"PhantomV06.xml";"cor";"state";"Phase";"Dissection of the rectum";"53";"00:15:32";"00:25:59";"";"";"Dissection of the rectum";"";"";"";""
"PhantomV06.xml";"cor";"state";"Phase";"Resection of rectum";"54";"00:25:59";"00:28:48";"";"";"Resection of rectum";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"check for metastasis and adhesions";"55";"00:00:00";"00:01:04";"";"";"check for metastasis and adhesions";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"mobilization sigmoid";"56";"00:01:04";"00:04:04";"";"";"mobilization sigmoid";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"mobilization descending colon";"57";"00:04:04";"00:06:40";"";"";"mobilization descending colon";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"mobilization splenic flexure";"58";"00:06:40";"00:07:26";"";"";"mobilization splenic flexure";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"inspection colon";"59";"00:07:26";"00:08:26";"";"";"inspection colon";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"lancing retroperitoneum";"60";"00:08:26";"00:09:15";"";"";"lancing retroperitoneum";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"delineating of vessels";"61";"00:09:15";"00:11:15";"";"";"delineating of vessels";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"division of artery";"62";"00:11:15";"00:13:32";"";"";"division of artery";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"division of vein";"63";"00:13:32";"00:15:32";"";"";"division of vein";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"opening of lesser pelvic peritoneum";"64";"00:15:32";"00:23:13";"";"";"opening of lesser pelvic peritoneum";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"dissection rectum";"65";"00:23:13";"00:25:59";"";"";"dissection rectum";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"transect rectum";"66";"00:25:59";"00:27:16";"";"";"transect rectum";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"salvage rectum";"67";"00:27:16";"00:28:17";"";"";"salvage rectum";"";"";"";""
"PhantomV06.xml";"cor";"state";"Step";"visual inspectation lesser pelvis";"68";"00:28:17";"00:28:48";"";"";"visual inspectation lesser pelvis";"";"";"";""
